"","location","year","date","julian","water","air","dmean_1","dmean_2","dmean_3","dmean_4","dmean_5","dmean_6","cair","X.1","X","n_days","expected_days","complete"
"3023","saginaw",2014,2014-07-21,202,24.3,24.15,20.85,21.1,18.9,18.35,16.15,16.7,19.4571428571429,26,26,112,112,TRUE
"3024","saginaw",2014,2014-07-22,203,25.5,25.25,24.15,20.85,21.1,18.9,18.35,16.15,20.6785714285714,26,26,112,112,TRUE
"3025","saginaw",2016,2016-04-01,92,8.9,5.85,13.35,8.9,4.2,5.55,10,5.05,7.55714285714286,30,30,112,112,TRUE
"3026","saginaw",2016,2016-04-02,93,8.4,0.05,5.85,13.35,8.9,4.2,5.55,10,6.84285714285714,30,30,112,112,TRUE
"3027","saginaw",2016,2016-04-03,94,6.6,-3,0.05,5.85,13.35,8.9,4.2,5.55,4.98571428571429,30,30,112,112,TRUE
"3028","saginaw",2016,2016-04-04,95,5.2,-2.4,-3,0.05,5.85,13.35,8.9,4.2,3.85,30,30,112,112,TRUE
"3029","saginaw",2016,2016-04-05,96,4.9,-1.05,-2.4,-3,0.05,5.85,13.35,8.9,3.1,30,30,112,112,TRUE
"3030","saginaw",2016,2016-04-06,97,5.2,3.65,-1.05,-2.4,-3,0.05,5.85,13.35,2.35,30,30,112,112,TRUE
"3031","saginaw",2016,2016-04-07,98,5.2,1.4,3.65,-1.05,-2.4,-3,0.05,5.85,0.642857142857143,30,30,112,112,TRUE
"3032","saginaw",2016,2016-04-08,99,4.9,1.45,1.4,3.65,-1.05,-2.4,-3,0.05,0.0142857142857143,30,30,112,112,TRUE
"3033","saginaw",2016,2016-04-09,100,5,-0.75,1.45,1.4,3.65,-1.05,-2.4,-3,-0.1,30,30,112,112,TRUE
"3034","saginaw",2016,2016-04-10,101,4.6,0.6,-0.75,1.45,1.4,3.65,-1.05,-2.4,0.414285714285714,30,30,112,112,TRUE
"3035","saginaw",2016,2016-04-11,102,4.7,7.5,0.6,-0.75,1.45,1.4,3.65,-1.05,1.82857142857143,30,30,112,112,TRUE
"3036","saginaw",2016,2016-04-12,103,5.6,4.2,7.5,0.6,-0.75,1.45,1.4,3.65,2.57857142857143,30,30,112,112,TRUE
"3037","saginaw",2016,2016-04-13,104,6.3,5.3,4.2,7.5,0.6,-0.75,1.45,1.4,2.81428571428571,30,30,112,112,TRUE
"3038","saginaw",2016,2016-04-14,105,7.2,6.95,5.3,4.2,7.5,0.6,-0.75,1.45,3.60714285714286,30,30,112,112,TRUE
"3039","saginaw",2016,2016-04-15,106,8.4,8.35,6.95,5.3,4.2,7.5,0.6,-0.75,4.59285714285714,30,30,112,112,TRUE
"3040","saginaw",2016,2016-04-16,107,9.9,13.05,8.35,6.95,5.3,4.2,7.5,0.6,6.56428571428571,30,30,112,112,TRUE
"3041","saginaw",2016,2016-04-17,108,11.8,15.85,13.05,8.35,6.95,5.3,4.2,7.5,8.74285714285714,30,30,112,112,TRUE
"3042","saginaw",2016,2016-04-18,109,13.4,18.6,15.85,13.05,8.35,6.95,5.3,4.2,10.3285714285714,30,30,112,112,TRUE
"3043","saginaw",2016,2016-04-19,110,13.8,9.45,18.6,15.85,13.05,8.35,6.95,5.3,11.0785714285714,30,30,112,112,TRUE
"3044","saginaw",2016,2016-04-20,111,13.7,11.95,9.45,18.6,15.85,13.05,8.35,6.95,12.0285714285714,30,30,112,112,TRUE
"3045","saginaw",2016,2016-04-21,112,13.7,12.5,11.95,9.45,18.6,15.85,13.05,8.35,12.8214285714286,30,30,112,112,TRUE
"3046","saginaw",2016,2016-04-22,113,13.2,9.4,12.5,11.95,9.45,18.6,15.85,13.05,12.9714285714286,30,30,112,112,TRUE
"3047","saginaw",2016,2016-04-23,114,12.7,6.95,9.4,12.5,11.95,9.45,18.6,15.85,12.1,30,30,112,112,TRUE
"3048","saginaw",2016,2016-04-24,115,12.7,9.75,6.95,9.4,12.5,11.95,9.45,18.6,11.2285714285714,30,30,112,112,TRUE
"3049","saginaw",2016,2016-04-25,116,12.7,12.75,9.75,6.95,9.4,12.5,11.95,9.45,10.3928571428571,30,30,112,112,TRUE
"3050","saginaw",2016,2016-04-26,117,12.5,4.7,12.75,9.75,6.95,9.4,12.5,11.95,9.71428571428571,30,30,112,112,TRUE
"3051","saginaw",2016,2016-04-27,118,11.5,6.15,4.7,12.75,9.75,6.95,9.4,12.5,8.88571428571429,30,30,112,112,TRUE
"3052","saginaw",2016,2016-04-28,119,11,6.9,6.15,4.7,12.75,9.75,6.95,9.4,8.08571428571429,30,30,112,112,TRUE
"3053","saginaw",2016,2016-04-29,120,10.4,8.3,6.9,6.15,4.7,12.75,9.75,6.95,7.92857142857143,30,30,112,112,TRUE
"3054","saginaw",2016,2016-04-30,121,10.6,8.3,8.3,6.9,6.15,4.7,12.75,9.75,8.12142857142857,30,30,112,112,TRUE
"3055","saginaw",2016,2016-05-01,122,11,8.65,8.3,8.3,6.9,6.15,4.7,12.75,7.96428571428571,30,30,112,112,TRUE
"3056","saginaw",2016,2016-05-02,123,11,10.85,8.65,8.3,8.3,6.9,6.15,4.7,7.69285714285714,30,30,112,112,TRUE
"3057","saginaw",2016,2016-05-03,124,12.2,11.95,10.85,8.65,8.3,8.3,6.9,6.15,8.72857142857143,30,30,112,112,TRUE
"3058","saginaw",2016,2016-05-04,125,13.1,10.85,11.95,10.85,8.65,8.3,8.3,6.9,9.4,30,30,112,112,TRUE
"3059","saginaw",2016,2016-05-05,126,13,12.5,10.85,11.95,10.85,8.65,8.3,8.3,10.2,30,30,112,112,TRUE
"3060","saginaw",2016,2016-05-06,127,13.6,14.2,12.5,10.85,11.95,10.85,8.65,8.3,11.0428571428571,30,30,112,112,TRUE
"3061","saginaw",2016,2016-05-07,128,14.9,15.3,14.2,12.5,10.85,11.95,10.85,8.65,12.0428571428571,30,30,112,112,TRUE
"3062","saginaw",2016,2016-05-08,129,14.9,11.95,15.3,14.2,12.5,10.85,11.95,10.85,12.5142857142857,30,30,112,112,TRUE
"3063","saginaw",2016,2016-05-09,130,14.9,10.55,11.95,15.3,14.2,12.5,10.85,11.95,12.4714285714286,30,30,112,112,TRUE
"3064","saginaw",2016,2016-05-10,131,14.4,11.65,10.55,11.95,15.3,14.2,12.5,10.85,12.4285714285714,30,30,112,112,TRUE
"3065","saginaw",2016,2016-05-11,132,14.2,15.55,11.65,10.55,11.95,15.3,14.2,12.5,13.1,30,30,112,112,TRUE
"3066","saginaw",2016,2016-05-12,133,15.6,18.6,15.55,11.65,10.55,11.95,15.3,14.2,13.9714285714286,30,30,112,112,TRUE
"3067","saginaw",2016,2016-05-13,134,16.6,15.3,18.6,15.55,11.65,10.55,11.95,15.3,14.1285714285714,30,30,112,112,TRUE
"3068","saginaw",2016,2016-05-14,135,16.1,8.3,15.3,18.6,15.55,11.65,10.55,11.95,13.1285714285714,30,30,112,112,TRUE
"3069","saginaw",2016,2016-05-15,136,13.1,6.7,8.3,15.3,18.6,15.55,11.65,10.55,12.3785714285714,30,30,112,112,TRUE
"3070","saginaw",2016,2016-05-16,137,12.1,12.25,6.7,8.3,15.3,18.6,15.55,11.65,12.6214285714286,30,30,112,112,TRUE
"3071","saginaw",2016,2016-05-17,138,13.3,12.25,12.25,6.7,8.3,15.3,18.6,15.55,12.7071428571429,30,30,112,112,TRUE
"3072","saginaw",2016,2016-05-18,139,14.7,12.2,12.25,12.25,6.7,8.3,15.3,18.6,12.2285714285714,30,30,112,112,TRUE
"3073","saginaw",2016,2016-05-19,140,16,14.2,12.2,12.25,12.25,6.7,8.3,15.3,11.6,30,30,112,112,TRUE
"3074","saginaw",2016,2016-05-20,141,17,16.1,14.2,12.2,12.25,12.25,6.7,8.3,11.7142857142857,30,30,112,112,TRUE
"3075","saginaw",2016,2016-05-21,142,17.9,18.6,16.1,14.2,12.2,12.25,12.25,6.7,13.1857142857143,30,30,112,112,TRUE
"3076","saginaw",2016,2016-05-22,143,18.7,15.3,18.6,16.1,14.2,12.2,12.25,12.25,14.4142857142857,30,30,112,112,TRUE
"3077","saginaw",2016,2016-05-23,144,19.2,16.7,15.3,18.6,16.1,14.2,12.2,12.25,15.05,30,30,112,112,TRUE
"3078","saginaw",2016,2016-05-24,145,20.1,21.7,16.7,15.3,18.6,16.1,14.2,12.2,16.4,30,30,112,112,TRUE
"3079","saginaw",2016,2016-05-25,146,21.3,24.2,21.7,16.7,15.3,18.6,16.1,14.2,18.1142857142857,30,30,112,112,TRUE
"3080","saginaw",2016,2016-05-26,147,22.7,23.6,24.2,21.7,16.7,15.3,18.6,16.1,19.4571428571429,30,30,112,112,TRUE
"3081","saginaw",2016,2016-05-27,148,23.1,24.15,23.6,24.2,21.7,16.7,15.3,18.6,20.6071428571429,30,30,112,112,TRUE
"3082","saginaw",2016,2016-05-28,149,24.1,26.15,24.15,23.6,24.2,21.7,16.7,15.3,21.6857142857143,30,30,112,112,TRUE
"3083","saginaw",2016,2016-05-29,150,24.5,24.7,26.15,24.15,23.6,24.2,21.7,16.7,23.0285714285714,30,30,112,112,TRUE
"3084","saginaw",2016,2016-05-30,151,24.4,22.8,24.7,26.15,24.15,23.6,24.2,21.7,23.9,30,30,112,112,TRUE
"3085","saginaw",2016,2016-05-31,152,24.3,19.7,22.8,24.7,26.15,24.15,23.6,24.2,23.6142857142857,30,30,112,112,TRUE
"3086","saginaw",2016,2016-06-01,153,24,19.4,19.7,22.8,24.7,26.15,24.15,23.6,22.9285714285714,30,30,112,112,TRUE
"3087","saginaw",2016,2016-06-02,154,22.9,20.55,19.4,19.7,22.8,24.7,26.15,24.15,22.4928571428571,30,30,112,112,TRUE
"3088","saginaw",2016,2016-06-03,155,22.6,20.55,20.55,19.4,19.7,22.8,24.7,26.15,21.9785714285714,30,30,112,112,TRUE
"3089","saginaw",2016,2016-06-04,156,23.7,23.05,20.55,20.55,19.4,19.7,22.8,24.7,21.5357142857143,30,30,112,112,TRUE
"3090","saginaw",2016,2016-06-05,157,23.9,20.55,23.05,20.55,20.55,19.4,19.7,22.8,20.9428571428571,30,30,112,112,TRUE
"3091","saginaw",2016,2016-06-06,158,23.2,20.55,20.55,23.05,20.55,20.55,19.4,19.7,20.6214285714286,30,30,112,112,TRUE
"3092","saginaw",2016,2016-06-07,159,21.9,13.9,20.55,20.55,23.05,20.55,20.55,19.4,19.7928571428571,30,30,112,112,TRUE
"3093","saginaw",2016,2016-06-08,160,20.3,13.6,13.9,20.55,20.55,23.05,20.55,20.55,18.9642857142857,30,30,112,112,TRUE
"3094","saginaw",2016,2016-06-09,161,20.1,19.75,13.6,13.9,20.55,20.55,23.05,20.55,18.85,30,30,112,112,TRUE
"3095","saginaw",2016,2016-06-10,162,20.6,19.75,19.75,13.6,13.9,20.55,20.55,23.05,18.7357142857143,30,30,112,112,TRUE
"3096","saginaw",2016,2016-06-11,163,22.5,26.1,19.75,19.75,13.6,13.9,20.55,20.55,19.1714285714286,30,30,112,112,TRUE
"3097","saginaw",2016,2016-06-12,164,22.9,17.8,26.1,19.75,19.75,13.6,13.9,20.55,18.7785714285714,30,30,112,112,TRUE
"3098","saginaw",2016,2016-06-13,165,23.5,14.7,17.8,26.1,19.75,19.75,13.6,13.9,17.9428571428571,30,30,112,112,TRUE
"3099","saginaw",2016,2016-06-14,166,22.9,19.15,14.7,17.8,26.1,19.75,19.75,13.6,18.6928571428571,30,30,112,112,TRUE
"3100","saginaw",2016,2016-06-15,167,22.2,20,19.15,14.7,17.8,26.1,19.75,19.75,19.6071428571429,30,30,112,112,TRUE
"3101","saginaw",2016,2016-06-16,168,21.9,18.9,20,19.15,14.7,17.8,26.1,19.75,19.4857142857143,30,30,112,112,TRUE
"3102","saginaw",2016,2016-06-17,169,21.6,20.8,18.9,20,19.15,14.7,17.8,26.1,19.6357142857143,30,30,112,112,TRUE
"3103","saginaw",2016,2016-06-18,170,22.8,23.05,20.8,18.9,20,19.15,14.7,17.8,19.2,30,30,112,112,TRUE
"3104","saginaw",2016,2016-06-19,171,24.1,25.3,23.05,20.8,18.9,20,19.15,14.7,20.2714285714286,30,30,112,112,TRUE
"3105","saginaw",2016,2016-06-20,172,25.5,24.45,25.3,23.05,20.8,18.9,20,19.15,21.6642857142857,30,30,112,112,TRUE
"3106","saginaw",2016,2016-06-21,173,25.4,19.45,24.45,25.3,23.05,20.8,18.9,20,21.7071428571429,30,30,112,112,TRUE
"3107","saginaw",2016,2016-06-22,174,25.1,19.45,19.45,24.45,25.3,23.05,20.8,18.9,21.6285714285714,30,30,112,112,TRUE
"3108","saginaw",2016,2016-06-23,175,24.6,19.4,19.45,19.45,24.45,25.3,23.05,20.8,21.7,30,30,112,112,TRUE
"3109","saginaw",2016,2016-06-24,176,23.8,19.75,19.4,19.45,19.45,24.45,25.3,23.05,21.55,30,30,112,112,TRUE
"3110","saginaw",2016,2016-06-25,177,23.9,22.5,19.75,19.4,19.45,19.45,24.45,25.3,21.4714285714286,30,30,112,112,TRUE
"3111","saginaw",2016,2016-06-26,178,24.7,25.6,22.5,19.75,19.4,19.45,19.45,24.45,21.5142857142857,30,30,112,112,TRUE
"3112","saginaw",2016,2016-06-27,179,25.1,24.7,25.6,22.5,19.75,19.4,19.45,19.45,21.55,30,30,112,112,TRUE
"3113","saginaw",2016,2016-06-28,180,24.9,16.95,24.7,25.6,22.5,19.75,19.4,19.45,21.1928571428571,30,30,112,112,TRUE
"3114","saginaw",2016,2016-06-29,181,24.4,17.5,16.95,24.7,25.6,22.5,19.75,19.4,20.9142857142857,30,30,112,112,TRUE
"3115","saginaw",2016,2016-06-30,182,24.3,19.45,17.5,16.95,24.7,25.6,22.5,19.75,20.9214285714286,30,30,112,112,TRUE
"3116","saginaw",2016,2016-07-01,183,24.2,16.95,19.45,17.5,16.95,24.7,25.6,22.5,20.5214285714286,30,30,112,112,TRUE
"3117","saginaw",2016,2016-07-02,184,23.8,18.35,16.95,19.45,17.5,16.95,24.7,25.6,19.9285714285714,30,30,112,112,TRUE
"3118","saginaw",2016,2016-07-03,185,23.6,19.7,18.35,16.95,19.45,17.5,16.95,24.7,19.0857142857143,30,30,112,112,TRUE
"3119","saginaw",2016,2016-07-04,186,23.7,21.1,19.7,18.35,16.95,19.45,17.5,16.95,18.5714285714286,30,30,112,112,TRUE
"3120","saginaw",2016,2016-07-05,187,24.5,24.45,21.1,19.7,18.35,16.95,19.45,17.5,19.6428571428571,30,30,112,112,TRUE
"3121","saginaw",2016,2016-07-06,188,25.3,24.45,24.45,21.1,19.7,18.35,16.95,19.45,20.6357142857143,30,30,112,112,TRUE
"3122","saginaw",2016,2016-07-07,189,25.6,25.3,24.45,24.45,21.1,19.7,18.35,16.95,21.4714285714286,30,30,112,112,TRUE
"3123","saginaw",2016,2016-07-08,190,26.5,24.15,25.3,24.45,24.45,21.1,19.7,18.35,22.5,30,30,112,112,TRUE
"3124","saginaw",2016,2016-07-09,191,26.6,21.65,24.15,25.3,24.45,24.45,21.1,19.7,22.9714285714286,30,30,112,112,TRUE
"3125","saginaw",2016,2016-07-10,192,25.8,21.35,21.65,24.15,25.3,24.45,24.45,21.1,23.2071428571429,30,30,112,112,TRUE
"3126","saginaw",2016,2016-07-11,193,26,23.9,21.35,21.65,24.15,25.3,24.45,24.45,23.6071428571429,30,30,112,112,TRUE
"3127","saginaw",2016,2016-07-12,194,26,26.95,23.9,21.35,21.65,24.15,25.3,24.45,23.9642857142857,30,30,112,112,TRUE
"3128","saginaw",2016,2016-07-13,195,26.6,25.85,26.95,23.9,21.35,21.65,24.15,25.3,24.1642857142857,30,30,112,112,TRUE
"3129","saginaw",2016,2016-07-14,196,26.9,25,25.85,26.95,23.9,21.35,21.65,24.15,24.1214285714286,30,30,112,112,TRUE
"3130","saginaw",2016,2016-07-15,197,26.7,20.8,25,25.85,26.95,23.9,21.35,21.65,23.6428571428571,30,30,112,112,TRUE
"3131","saginaw",2016,2016-07-16,198,25.8,19.4,20.8,25,25.85,26.95,23.9,21.35,23.3214285714286,30,30,112,112,TRUE
"3132","saginaw",2016,2016-07-17,199,25.3,21.65,19.4,20.8,25,25.85,26.95,23.9,23.3642857142857,30,30,112,112,TRUE
"3133","saginaw",2016,2016-07-18,200,25.2,23.85,21.65,19.4,20.8,25,25.85,26.95,23.3571428571429,30,30,112,112,TRUE
"3134","saginaw",2016,2016-07-19,201,25.3,21.95,23.85,21.65,19.4,20.8,25,25.85,22.6428571428571,30,30,112,112,TRUE
"3135","saginaw",2016,2016-07-20,202,25.7,22.5,21.95,23.85,21.65,19.4,20.8,25,22.1642857142857,30,30,112,112,TRUE
"3136","saginaw",2016,2016-07-21,203,26.4,25,22.5,21.95,23.85,21.65,19.4,20.8,22.1642857142857,30,30,112,112,TRUE
"3137","saginaw",2017,2017-04-02,92,6.1,8.65,6.7,2.25,2.25,3.35,4.45,7.25,4.98571428571429,28,28,112,112,TRUE
"3138","saginaw",2017,2017-04-03,93,7.7,10,8.65,6.7,2.25,2.25,3.35,4.45,5.37857142857143,28,28,112,112,TRUE
"3139","saginaw",2017,2017-04-04,94,8.1,6.9,10,8.65,6.7,2.25,2.25,3.35,5.72857142857143,28,28,112,112,TRUE
"3140","saginaw",2017,2017-04-05,95,7.3,3.9,6.9,10,8.65,6.7,2.25,2.25,5.80714285714286,28,28,112,112,TRUE
"3141","saginaw",2017,2017-04-06,96,6.1,2.75,3.9,6.9,10,8.65,6.7,2.25,5.87857142857143,28,28,112,112,TRUE
"3142","saginaw",2017,2017-04-07,97,5.4,6.15,2.75,3.9,6.9,10,8.65,6.7,6.43571428571429,28,28,112,112,TRUE
"3143","saginaw",2017,2017-04-08,98,6,7.55,6.15,2.75,3.9,6.9,10,8.65,6.55714285714286,28,28,112,112,TRUE
"3144","saginaw",2017,2017-04-09,99,7.6,16.65,7.55,6.15,2.75,3.9,6.9,10,7.7,28,28,112,112,TRUE
"3145","saginaw",2017,2017-04-10,100,9.8,15.3,16.65,7.55,6.15,2.75,3.9,6.9,8.45714285714286,28,28,112,112,TRUE
"3146","saginaw",2017,2017-04-11,101,10.9,6.95,15.3,16.65,7.55,6.15,2.75,3.9,8.46428571428571,28,28,112,112,TRUE
"3147","saginaw",2017,2017-04-12,102,10.7,9.7,6.95,15.3,16.65,7.55,6.15,2.75,9.29285714285714,28,28,112,112,TRUE
"3148","saginaw",2017,2017-04-13,103,10.5,6.35,9.7,6.95,15.3,16.65,7.55,6.15,9.80714285714286,28,28,112,112,TRUE
"3149","saginaw",2017,2017-04-14,104,10.5,10.55,6.35,9.7,6.95,15.3,16.65,7.55,10.4357142857143,28,28,112,112,TRUE
"3150","saginaw",2017,2017-04-15,105,12.1,17.75,10.55,6.35,9.7,6.95,15.3,16.65,11.8928571428571,28,28,112,112,TRUE
"3151","saginaw",2017,2017-04-16,106,13.9,15.3,17.75,10.55,6.35,9.7,6.95,15.3,11.7,28,28,112,112,TRUE
"3152","saginaw",2017,2017-04-17,107,14.1,8.6,15.3,17.75,10.55,6.35,9.7,6.95,10.7428571428571,28,28,112,112,TRUE
"3153","saginaw",2017,2017-04-18,108,13.5,10.3,8.6,15.3,17.75,10.55,6.35,9.7,11.2214285714286,28,28,112,112,TRUE
"3154","saginaw",2017,2017-04-19,109,14.1,15.85,10.3,8.6,15.3,17.75,10.55,6.35,12.1,28,28,112,112,TRUE
"3155","saginaw",2017,2017-04-20,110,13.8,8.9,15.85,10.3,8.6,15.3,17.75,10.55,12.4642857142857,28,28,112,112,TRUE
"3156","saginaw",2017,2017-04-21,111,12,7.8,8.9,15.85,10.3,8.6,15.3,17.75,12.0714285714286,28,28,112,112,TRUE
"3157","saginaw",2017,2017-04-22,112,11.5,8.65,7.8,8.9,15.85,10.3,8.6,15.3,10.7714285714286,28,28,112,112,TRUE
"3158","saginaw",2017,2017-04-23,113,12.5,13.05,8.65,7.8,8.9,15.85,10.3,8.6,10.45,28,28,112,112,TRUE
"3159","saginaw",2017,2017-04-24,114,13.5,10.55,13.05,8.65,7.8,8.9,15.85,10.3,10.7285714285714,28,28,112,112,TRUE
"3160","saginaw",2017,2017-04-25,115,14.4,15.25,10.55,13.05,8.65,7.8,8.9,15.85,11.4357142857143,28,28,112,112,TRUE
"3161","saginaw",2017,2017-04-26,116,15.8,20.55,15.25,10.55,13.05,8.65,7.8,8.9,12.1071428571429,28,28,112,112,TRUE
"3162","saginaw",2017,2017-04-27,117,16.9,15,20.55,15.25,10.55,13.05,8.65,7.8,12.9785714285714,28,28,112,112,TRUE
"3163","saginaw",2017,2017-04-28,118,15.9,11.95,15,20.55,15.25,10.55,13.05,8.65,13.5714285714286,28,28,112,112,TRUE
"3164","saginaw",2017,2017-04-29,119,15.8,8.9,11.95,15,20.55,15.25,10.55,13.05,13.6071428571429,28,28,112,112,TRUE
"3165","saginaw",2017,2017-04-30,120,14.1,6.1,8.9,11.95,15,20.55,15.25,10.55,12.6142857142857,28,28,112,112,TRUE
"3166","saginaw",2017,2017-05-01,121,12.2,13.05,6.1,8.9,11.95,15,20.55,15.25,12.9714285714286,28,28,112,112,TRUE
"3167","saginaw",2017,2017-05-02,122,11.7,7.8,13.05,6.1,8.9,11.95,15,20.55,11.9071428571429,28,28,112,112,TRUE
"3168","saginaw",2017,2017-05-03,123,11.5,8.35,7.8,13.05,6.1,8.9,11.95,15,10.1642857142857,28,28,112,112,TRUE
"3169","saginaw",2017,2017-05-04,124,11.8,9.15,8.35,7.8,13.05,6.1,8.9,11.95,9.32857142857143,28,28,112,112,TRUE
"3170","saginaw",2017,2017-05-05,125,11.5,9.45,9.15,8.35,7.8,13.05,6.1,8.9,8.97142857142857,28,28,112,112,TRUE
"3171","saginaw",2017,2017-05-06,126,11.9,10.3,9.45,9.15,8.35,7.8,13.05,6.1,9.17142857142857,28,28,112,112,TRUE
"3172","saginaw",2017,2017-05-07,127,11.9,7.5,10.3,9.45,9.15,8.35,7.8,13.05,9.37142857142857,28,28,112,112,TRUE
"3173","saginaw",2017,2017-05-08,128,12.2,6.4,7.5,10.3,9.45,9.15,8.35,7.8,8.42142857142857,28,28,112,112,TRUE
"3174","saginaw",2017,2017-05-09,129,12.9,7.3,6.4,7.5,10.3,9.45,9.15,8.35,8.35,28,28,112,112,TRUE
"3175","saginaw",2017,2017-05-10,130,13.4,12.8,7.3,6.4,7.5,10.3,9.45,9.15,8.98571428571429,28,28,112,112,TRUE
"3176","saginaw",2017,2017-05-11,131,14.4,12.25,12.8,7.3,6.4,7.5,10.3,9.45,9.42857142857143,28,28,112,112,TRUE
"3177","saginaw",2017,2017-05-12,132,15.3,11.65,12.25,12.8,7.3,6.4,7.5,10.3,9.74285714285714,28,28,112,112,TRUE
"3178","saginaw",2017,2017-05-13,133,16.3,13.65,11.65,12.25,12.8,7.3,6.4,7.5,10.2214285714286,28,28,112,112,TRUE
"3179","saginaw",2017,2017-05-14,134,16.5,14.15,13.65,11.65,12.25,12.8,7.3,6.4,11.1714285714286,28,28,112,112,TRUE
"3180","saginaw",2017,2017-05-15,135,16.5,14.15,14.15,13.65,11.65,12.25,12.8,7.3,12.2785714285714,28,28,112,112,TRUE
"3181","saginaw",2017,2017-05-16,136,18.1,20.25,14.15,14.15,13.65,11.65,12.25,12.8,14.1285714285714,28,28,112,112,TRUE
"3182","saginaw",2017,2017-05-17,137,19.8,25.3,20.25,14.15,14.15,13.65,11.65,12.25,15.9142857142857,28,28,112,112,TRUE
"3183","saginaw",2017,2017-05-18,138,20.9,17.5,25.3,20.25,14.15,14.15,13.65,11.65,16.6642857142857,28,28,112,112,TRUE
"3184","saginaw",2017,2017-05-19,139,20.1,8.9,17.5,25.3,20.25,14.15,14.15,13.65,16.2714285714286,28,28,112,112,TRUE
"3185","saginaw",2017,2017-05-20,140,17.6,13.35,8.9,17.5,25.3,20.25,14.15,14.15,16.2285714285714,28,28,112,112,TRUE
"3186","saginaw",2017,2017-05-21,141,16.6,16.95,13.35,8.9,17.5,25.3,20.25,14.15,16.6285714285714,28,28,112,112,TRUE
"3187","saginaw",2017,2017-05-22,142,16.7,14.7,16.95,13.35,8.9,17.5,25.3,20.25,16.7071428571429,28,28,112,112,TRUE
"3188","saginaw",2017,2017-05-23,143,17.4,17.8,14.7,16.95,13.35,8.9,17.5,25.3,16.3571428571429,28,28,112,112,TRUE
"3189","saginaw",2017,2017-05-24,144,18,13.9,17.8,14.7,16.95,13.35,8.9,17.5,14.7285714285714,28,28,112,112,TRUE
"3190","saginaw",2017,2017-05-25,145,17.1,14.45,13.9,17.8,14.7,16.95,13.35,8.9,14.2928571428571,28,28,112,112,TRUE
"3191","saginaw",2017,2017-05-26,146,17,16.65,14.45,13.9,17.8,14.7,16.95,13.35,15.4,28,28,112,112,TRUE
"3192","saginaw",2017,2017-05-27,147,18,18.35,16.65,14.45,13.9,17.8,14.7,16.95,16.1142857142857,28,28,112,112,TRUE
"3193","saginaw",2017,2017-05-28,148,19.6,20.55,18.35,16.65,14.45,13.9,17.8,14.7,16.6285714285714,28,28,112,112,TRUE
"3194","saginaw",2017,2017-05-29,149,20.5,18.9,20.55,18.35,16.65,14.45,13.9,17.8,17.2285714285714,28,28,112,112,TRUE
"3195","saginaw",2017,2017-05-30,150,20.3,16.7,18.9,20.55,18.35,16.65,14.45,13.9,17.0714285714286,28,28,112,112,TRUE
"3196","saginaw",2017,2017-05-31,151,19.6,15.3,16.7,18.9,20.55,18.35,16.65,14.45,17.2714285714286,28,28,112,112,TRUE
"3197","saginaw",2017,2017-06-01,152,19,15,15.3,16.7,18.9,20.55,18.35,16.65,17.35,28,28,112,112,TRUE
"3198","saginaw",2017,2017-06-02,153,19.5,19.45,15,15.3,16.7,18.9,20.55,18.35,17.75,28,28,112,112,TRUE
"3199","saginaw",2017,2017-06-03,154,20.3,18.6,19.45,15,15.3,16.7,18.9,20.55,17.7857142857143,28,28,112,112,TRUE
"3200","saginaw",2017,2017-06-04,155,21.5,23.1,18.6,19.45,15,15.3,16.7,18.9,18.15,28,28,112,112,TRUE
"3201","saginaw",2017,2017-06-05,156,21.8,15.85,23.1,18.6,19.45,15,15.3,16.7,17.7142857142857,28,28,112,112,TRUE
"3202","saginaw",2017,2017-06-06,157,21.8,15.85,15.85,23.1,18.6,19.45,15,15.3,17.5928571428571,28,28,112,112,TRUE
"3203","saginaw",2017,2017-06-07,158,21.1,17.2,15.85,15.85,23.1,18.6,19.45,15,17.8642857142857,28,28,112,112,TRUE
"3204","saginaw",2017,2017-06-08,159,21.5,19.2,17.2,15.85,15.85,23.1,18.6,19.45,18.4642857142857,28,28,112,112,TRUE
"3205","saginaw",2017,2017-06-09,160,22.3,20.6,19.2,17.2,15.85,15.85,23.1,18.6,18.6285714285714,28,28,112,112,TRUE
"3206","saginaw",2017,2017-06-10,161,23,22.75,20.6,19.2,17.2,15.85,15.85,23.1,19.2214285714286,28,28,112,112,TRUE
"3207","saginaw",2017,2017-06-11,162,24,27.5,22.75,20.6,19.2,17.2,15.85,15.85,19.85,28,28,112,112,TRUE
"3208","saginaw",2017,2017-06-12,163,24.4,27.5,27.5,22.75,20.6,19.2,17.2,15.85,21.5142857142857,28,28,112,112,TRUE
"3209","saginaw",2017,2017-06-13,164,24.8,22.8,27.5,27.5,22.75,20.6,19.2,17.2,22.5071428571429,28,28,112,112,TRUE
"3210","saginaw",2017,2017-06-14,165,26.1,23.6,22.8,27.5,27.5,22.75,20.6,19.2,23.4214285714286,28,28,112,112,TRUE
"3211","saginaw",2017,2017-06-15,166,26.5,24.4,23.6,22.8,27.5,27.5,22.75,20.6,24.1642857142857,28,28,112,112,TRUE
"3212","saginaw",2017,2017-06-16,167,26.3,23.3,24.4,23.6,22.8,27.5,27.5,22.75,24.55,28,28,112,112,TRUE
"3213","saginaw",2017,2017-06-17,168,24.3,22.25,23.3,24.4,23.6,22.8,27.5,27.5,24.4785714285714,28,28,112,112,TRUE
